source,target,weight,typetrans,fraud
C2054744914,M50039827,37.78,es_health,0
C741680636,M855959430,76.07,es_hyper,0
C1977780197,M78078399,34.99,es_wellnessandbeauty,0
C1355010178,M840466850,31.98,es_tech,0
C1687722078,M85975013,3.78,es_food,0
C1193582671,M151143676,60.75,es_barsandrestaurants,0
C1369559766,M1600850729,80.33,es_fashion,0
C1728997564,M209847108,20.18,es_wellnessandbeauty,0
C1539474222,M480139044,104.02,es_health,0
C1385406679,M209847108,36.49,es_wellnessandbeauty,0
C955592184,M1600850729,4.88,es_fashion,0
C573104116,M855959430,27.71,es_hyper,0
C2085650948,M677738360,39.62,es_contents,0
C1940215857,M1946091778,85.08,es_wellnessandbeauty,0
C1828909550,M1198415165,66.45,es_wellnessandbeauty,0
C2070292195,M349281107,41.17,es_fashion,0
C433139335,M855959430,14.35,es_hyper,0
C326482046,M1053599405,46.86,es_health,0
C83613815,M209847108,59.64,es_wellnessandbeauty,0
C1655680166,M1823072687,42.88,es_transportation,0
C474894075,M1842530320,9.79,es_tech,0
C750714109,M732195782,1119.68,es_travel,1
C341292164,M349281107,84.47,es_fashion,0
C458379262,M1600850729,55.54,es_fashion,0
C719332132,M1946091778,5.53,es_wellnessandbeauty,0
C1259389151,M1535107174,98.9,es_wellnessandbeauty,0
C1056640661,M1823072687,53.78,es_transportation,0
C1502465707,M1600850729,35.6,es_fashion,0
C1142118359,M348934600,36.48,es_transportation,0
C1166337448,M1823072687,13.01,es_transportation,0
C927696302,M349281107,51.37,es_fashion,0
C1739468858,M480139044,93.38,es_health,0
C59912595,M97925176,46.36,es_wellnessandbeauty,0
C1038277619,M348934600,24.42,es_transportation,0
C1681976106,M85975013,72.94,es_food,0
C1842441894,M1872033263,39.4,es_home,0
C360122873,M480139044,752.4,es_health,1
C171498975,M1416436880,56.16,es_tech,0
C255101565,M1946091778,87.15,es_wellnessandbeauty,0
C1537824739,M209847108,77.0,es_wellnessandbeauty,0
C221508235,M855959430,30.09,es_hyper,0
C880299982,M1913465890,135.85,es_health,0
C1101633489,M692898500,5.76,es_health,0
C78631448,M980657600,94.28,es_sportsandtoys,0
C1694039833,M151143676,81.58,es_barsandrestaurants,0
C1433843082,M348934600,8.19,es_transportation,0
C1855338494,M85975013,15.59,es_food,0
C1501156188,M1823072687,46.8,es_transportation,0
C323852731,M1198415165,29.6,es_wellnessandbeauty,0
C1508025585,M85975013,27.15,es_food,0
C154987119,M855959430,49.2,es_hyper,0
C1754160937,M1535107174,41.22,es_wellnessandbeauty,0
C1374011975,M349281107,0.79,es_fashion,0
C1394467199,M480139044,84.1,es_health,0
C1710930627,M1198415165,42.6,es_wellnessandbeauty,0
C756645719,M1788569036,170.47,es_sportsandtoys,0
C371877246,M209847108,59.44,es_wellnessandbeauty,0
C1275741147,M1600850729,27.68,es_fashion,0
C233548839,M1823072687,64.41,es_transportation,0
C2057462116,M85975013,96.18,es_food,0
C1125832994,M1053599405,46.71,es_health,0
C2014729870,M1913465890,54.33,es_health,0
C1605127736,M1600850729,75.11,es_fashion,0
C2134399963,M78078399,66.18,es_wellnessandbeauty,0
C1962291095,M980657600,497.49,es_sportsandtoys,1
C2137070408,M1913465890,108.14,es_health,0
C1846578588,M855959430,9.24,es_hyper,0
C2032185280,M1053599405,100.56,es_health,0
C707845856,M1872033263,74.42,es_home,0
C800379810,M78078399,19.35,es_wellnessandbeauty,0
C809339851,M1198415165,54.55,es_wellnessandbeauty,0
C1070471979,M348934600,5.79,es_transportation,0
C1871594117,M1053599405,162.53,es_health,0
C983659750,M349281107,27.02,es_fashion,0
C1256073744,M1946091778,116.04,es_wellnessandbeauty,0
C1625937550,M840466850,11.19,es_tech,0
C545840720,M1946091778,72.17,es_wellnessandbeauty,0
C1196808546,M1946091778,9.18,es_wellnessandbeauty,0
C1192754222,M151143676,48.3,es_barsandrestaurants,0
C1147973334,M547558035,51.47,es_fashion,0
C1923131377,M349281107,11.46,es_fashion,0
C1783127345,M349281107,35.39,es_fashion,0
C1954706477,M1313686961,28.81,es_contents,0
C1491288577,M151143676,2.1,es_barsandrestaurants,0
C1160421902,M980657600,415.79,es_sportsandtoys,1
C1079965849,M78078399,14.41,es_wellnessandbeauty,0
C106397937,M1946091778,4.03,es_wellnessandbeauty,0
C54550671,M1888755466,5.5,es_otherservices,0
C531724764,M85975013,8.25,es_food,0
C1629765833,M1946091778,16.34,es_wellnessandbeauty,0
C313157633,M1823072687,16.91,es_transportation,0
C150273597,M1313686961,70.25,es_contents,0
C792341594,M1913465890,241.77,es_health,0
C1239061472,M1823072687,9.17,es_transportation,0
C828968085,M151143676,35.93,es_barsandrestaurants,0
C1423519115,M1198415165,27.52,es_wellnessandbeauty,0
C1715900756,M1053599405,14.56,es_health,0
C849342403,M1649169323,78.73,es_sportsandtoys,0
C1123042802,M1823072687,29.4,es_transportation,0
C735039923,M1946091778,9.86,es_wellnessandbeauty,0
C728864298,M349281107,36.76,es_fashion,0
C1714385979,M151143676,55.88,es_barsandrestaurants,0
C1535613790,M677738360,36.65,es_contents,0
C576597517,M855959430,42.82,es_hyper,0
C509362814,M349281107,8.87,es_fashion,0
C1216919532,M1535107174,126.1,es_wellnessandbeauty,0
C1627004719,M1600850729,5.9,es_fashion,0
C2130894809,M1741626453,23.73,es_sportsandtoys,0
C869954068,M349281107,95.78,es_fashion,0
C1511894714,M1842530320,58.26,es_tech,0
C588937224,M855959430,3.7,es_hyper,0
C344209010,M1053599405,42.07,es_health,0
C567897093,M349281107,147.48,es_fashion,0
C587299231,M855959430,18.52,es_hyper,0
C1187799344,M1053599405,125.47,es_health,0
C1629621972,M547558035,24.12,es_fashion,0
C626467543,M1535107174,78.21,es_wellnessandbeauty,0
C477595630,M1053599405,4.17,es_health,0
C299357678,M151143676,3.87,es_barsandrestaurants,0
C1711371239,M85975013,91.97,es_food,0
C1775239769,M1535107174,81.52,es_wellnessandbeauty,0
C2123693067,M1823072687,20.04,es_transportation,0
C34104097,M855959430,66.56,es_hyper,0
C461669469,M1946091778,88.75,es_wellnessandbeauty,0
C975044667,M1600850729,49.8,es_fashion,0
C1376050027,M840466850,42.73,es_tech,0
C417267123,M857378720,368.33,es_hotelservices,1
C1383269171,M857378720,582.11,es_hotelservices,1
C1836308269,M209847108,31.85,es_wellnessandbeauty,0
C612005121,M78078399,47.6,es_wellnessandbeauty,0
C1953142190,M1946091778,5.0,es_wellnessandbeauty,0
C574852748,M1198415165,45.16,es_wellnessandbeauty,0
C711859898,M1913465890,81.84,es_health,0
C857032107,M85975013,23.76,es_food,0
C956700475,M3697346,356.42,es_leisure,1
C1082301057,M3697346,300.56,es_leisure,1
C83086349,M209847108,27.95,es_wellnessandbeauty,0
C432013067,M1600850729,65.05,es_fashion,0
C529952024,M349281107,0.88,es_fashion,0
C1192874833,M1600850729,80.14,es_fashion,0
C588841669,M78078399,28.47,es_wellnessandbeauty,0
C694265356,M97925176,31.26,es_wellnessandbeauty,0
C228882909,M1600850729,26.52,es_fashion,0
C1264224372,M1946091778,32.4,es_wellnessandbeauty,0
C92426600,M692898500,226.94,es_health,0
C1715338428,M855959430,84.15,es_hyper,0
C1374336520,M85975013,63.64,es_food,0
C73726310,M97925176,104.62,es_wellnessandbeauty,0
C170484334,M97925176,115.14,es_wellnessandbeauty,0
C383368009,M677738360,9.72,es_contents,0
C106397937,M1823072687,71.71,es_transportation,0
C478820701,M209847108,113.13,es_wellnessandbeauty,0
C760368405,M348934600,8.11,es_transportation,0
C1605127736,M1823072687,41.97,es_transportation,0
C73760959,M151143676,35.72,es_barsandrestaurants,0
C2119675022,M1600850729,33.58,es_fashion,0
C1554849332,M1313686961,18.07,es_contents,0
C1365609574,M1842530320,65.18,es_tech,0
C983659750,M85975013,25.94,es_food,0
C1136643517,M97925176,47.76,es_wellnessandbeauty,0
C839839520,M1788569036,92.67,es_sportsandtoys,0
C1542255731,M855959430,36.94,es_hyper,0
C751887992,M980657600,20.85,es_sportsandtoys,0
C1497615115,M50039827,19.04,es_health,0
C1818893825,M348934600,0.71,es_transportation,0
C73760959,M1198415165,59.73,es_wellnessandbeauty,1
C644541754,M1198415165,72.63,es_wellnessandbeauty,1
C118437987,M1946091778,75.49,es_wellnessandbeauty,0
C744066701,M1198415165,20.99,es_wellnessandbeauty,0
C1703739582,M1823072687,6.34,es_transportation,0
C1511894714,M1823072687,43.0,es_transportation,0
C264736518,M209847108,116.76,es_wellnessandbeauty,0
C1269217373,M151143676,44.13,es_barsandrestaurants,0
C592766342,M923029380,14.48,es_home,0
C1114643543,M1600850729,40.08,es_fashion,0
C1799589925,M209847108,111.72,es_wellnessandbeauty,0
C1457086535,M349281107,43.19,es_fashion,0
C26716153,M1313686961,8.96,es_contents,0
C27106217,M1198415165,33.86,es_wellnessandbeauty,0
C1502465707,M1823072687,50.65,es_transportation,0
C839245179,M50039827,59.85,es_health,0
C16891369,M1842530320,16.79,es_tech,0
C579648989,M1649169323,127.91,es_sportsandtoys,0
C339181872,M1053599405,47.27,es_health,0
C1855338494,M1823072687,6.81,es_transportation,0
C1239154010,M85975013,32.28,es_food,0
C405614551,M1888755466,8.05,es_otherservices,0
C1080813886,M97925176,38.24,es_wellnessandbeauty,0
C1225717157,M840466850,60.19,es_tech,0
C2075935351,M855959430,18.81,es_hyper,0
C1602759549,M349281107,3.45,es_fashion,0
C1258454385,M1946091778,126.58,es_wellnessandbeauty,0
C123366357,M1053599405,6.16,es_health,0
C1275741147,M1823072687,28.92,es_transportation,0
C1990341771,M1600850729,143.63,es_fashion,0
C71120756,M1842530320,13.37,es_tech,0
C1714895875,M480139044,98.17,es_health,0
C170002529,M1535107174,237.7,es_wellnessandbeauty,1
C2021849962,M1535107174,216.29,es_wellnessandbeauty,1
C911582672,M1946091778,24.15,es_wellnessandbeauty,0
C1469520420,M1535107174,5.72,es_wellnessandbeauty,0
C1410823375,M85975013,52.07,es_food,0
C1505467955,M1313686961,35.15,es_contents,0
C1848884864,M1400236507,42.28,es_home,0
C648467088,M855959430,96.19,es_hyper,0
C362654279,M1913465890,97.72,es_health,0
C430579454,M348934600,5.07,es_transportation,0
C481108455,M1053599405,179.99,es_health,0
C271457213,M1888755466,103.26,es_otherservices,0
C1125132707,M855959430,58.82,es_hyper,0
C2082187659,M547558035,27.69,es_fashion,0
C152830802,M1913465890,6.21,es_health,0
C1160118068,M1053599405,155.76,es_health,0
C1414374774,M855959430,17.29,es_hyper,0
C1818021493,M855959430,32.23,es_hyper,0
C1960578141,M840466850,168.02,es_tech,0
C804094956,M1823072687,22.28,es_transportation,0
C22920054,M1053599405,241.4,es_health,0
C1390331883,M1823072687,15.33,es_transportation,0
C371877246,M348934600,1.6,es_transportation,0
C1663162700,M2122776122,285.16,es_home,1
C1477378413,M2122776122,978.09,es_home,1
C1804573810,M1600850729,34.78,es_fashion,0
C433139335,M85975013,40.81,es_food,0
C1469453217,M78078399,35.85,es_wellnessandbeauty,0
C1723688663,M1913465890,72.56,es_health,0
C1808385426,M1823072687,18.33,es_transportation,0
C210318225,M1788569036,114.11,es_sportsandtoys,0
C1332295774,M692898500,223.03,es_health,0
C82010125,M50039827,185.16,es_health,0
C426715237,M1198415165,88.46,es_wellnessandbeauty,0
C560478089,M348934600,2.13,es_transportation,0
C1828416123,M547558035,91.56,es_fashion,0
C186516178,M1352454843,112.67,es_hotelservices,0
C287533643,M1913465890,157.05,es_health,0
C1887082660,M1913465890,42.94,es_health,0
C1253245889,M348934600,3.49,es_transportation,0
C531360588,M480139044,453.11,es_health,1
C441989517,M692898500,108.27,es_health,0
C2137381129,M50039827,118.57,es_health,0
C1256073744,M348934600,20.34,es_transportation,0
C1060120913,M1946091778,34.84,es_wellnessandbeauty,0
C1354799046,M1053599405,32.18,es_health,0
C1200336063,M840466850,47.5,es_tech,0
C1295444668,M85975013,85.98,es_food,0
C1702404555,M1053599405,14.06,es_health,0
C877773949,M1535107174,5.75,es_wellnessandbeauty,0
C582688427,M349281107,12.19,es_fashion,0
C2123693067,M85975013,43.72,es_food,0
C497088099,M85975013,49.8,es_food,0
C821630606,M1913465890,67.93,es_health,0
C969824969,M50039827,103.23,es_health,0
C946935568,M495352832,253.32,es_travel,0
C1511497789,M732195782,2769.03,es_travel,1
C185428348,M349281107,49.47,es_fashion,0
C1054818236,M1600850729,76.67,es_fashion,0
C824256643,M547558035,50.43,es_fashion,0
C1296664552,M732195782,533.09,es_travel,0
C16613795,M151143676,28.86,es_barsandrestaurants,0
C894687005,M1053599405,11.73,es_health,0
C955592184,M1823072687,6.25,es_transportation,0
C1940215857,M348934600,13.53,es_transportation,0
C1145304322,M209847108,109.59,es_wellnessandbeauty,0
C1076053396,M85975013,34.66,es_food,0
C1214582637,M151143676,81.74,es_barsandrestaurants,0
C1966686053,M349281107,12.49,es_fashion,0
C944695695,M85975013,71.55,es_food,0
C1631930247,M1313686961,20.1,es_contents,0
C906611945,M1053599405,84.09,es_health,0
C208151769,M480139044,179.94,es_health,0
C1657925669,M1313686961,36.25,es_contents,0
C1982277917,M50039827,109.27,es_health,0
C409331076,M151143676,20.92,es_barsandrestaurants,0
C1348847019,M1649169323,37.11,es_sportsandtoys,0
C822689044,M1946091778,29.57,es_wellnessandbeauty,0
C2011875751,M85975013,13.22,es_food,0
C2138823885,M1823072687,39.6,es_transportation,0
C817774765,M1842530320,32.83,es_tech,0
C1342037956,M78078399,126.89,es_wellnessandbeauty,0
C346693029,M1946091778,5.79,es_wellnessandbeauty,0
C1174217921,M1823072687,18.93,es_transportation,0
C1548142512,M1053599405,89.67,es_health,0
C1600642825,M1946091778,8.67,es_wellnessandbeauty,0
C380082625,M85975013,40.72,es_food,0
C1360225709,M151143676,65.48,es_barsandrestaurants,0
C836424975,M1649169323,115.17,es_sportsandtoys,0
C879949041,M1946091778,1.56,es_wellnessandbeauty,0
C1167781928,M1913465890,51.6,es_health,0
C394469483,M1823072687,77.75,es_transportation,0
C1959396051,M151143676,46.36,es_barsandrestaurants,0
C1051682954,M1053599405,108.4,es_health,0
C1434012857,M1535107174,66.7,es_wellnessandbeauty,0
C1897566795,M209847108,61.42,es_wellnessandbeauty,0
C1460082550,M677738360,22.92,es_contents,0
C323226584,M1823072687,37.98,es_transportation,0
C446179646,M1823072687,8.32,es_transportation,0
C6433096,M855959430,66.61,es_hyper,0
C1790520611,M45060432,14.0,es_hotelservices,0
C1476505660,M85975013,54.49,es_food,0
C702798720,M1946091778,11.84,es_wellnessandbeauty,0
C566598245,M349281107,103.52,es_fashion,0
C923543549,M85975013,76.02,es_food,0
C1850870588,M85975013,13.19,es_food,0
C707845856,M1823072687,46.45,es_transportation,0
C686669439,M151143676,72.78,es_barsandrestaurants,0
C878904462,M349281107,57.64,es_fashion,0
C1597977404,M151143676,13.36,es_barsandrestaurants,0
C1927223566,M855959430,48.95,es_hyper,0
C968150727,M1913465890,0.81,es_health,0
C2063574289,M1053599405,156.4,es_health,0
C874212917,M1400236507,195.52,es_home,0
C193924578,M692898500,41.34,es_health,0
C1199767081,M692898500,96.04,es_health,0
C936786093,M349281107,6.01,es_fashion,0
C1338396147,M1400236507,166.7,es_home,0
C359698649,M1600850729,4.92,es_fashion,0
C146553626,M1053599405,206.25,es_health,0
C506003529,M1946091778,32.16,es_wellnessandbeauty,0
C1321173882,M348934600,53.38,es_transportation,0
C851871528,M1946091778,85.84,es_wellnessandbeauty,0
C730733765,M50039827,175.92,es_health,0
C341292164,M17379832,55.99,es_sportsandtoys,0
C358037591,M45060432,17.01,es_hotelservices,0
C828968085,M348934600,36.68,es_transportation,0
C1174735331,M209847108,73.6,es_wellnessandbeauty,0
C1586862598,M1741626453,181.49,es_sportsandtoys,0
C1747786179,M980657600,4.76,es_sportsandtoys,0
C1887326984,M349281107,36.6,es_fashion,0
C1369559766,M1823072687,28.66,es_transportation,0
C2076671849,M480139044,107.3,es_health,0
C2113737065,M1294758098,262.3,es_leisure,1
C2085186254,M1294758098,289.44,es_leisure,1
C150820973,M855959430,33.74,es_hyper,0
C870367228,M1946091778,32.67,es_wellnessandbeauty,0
C1356412685,M1823072687,0.75,es_transportation,0
C507185945,M1352454843,155.74,es_hotelservices,0
C1861613802,M1053599405,35.57,es_health,0
C1754160937,M547558035,14.08,es_fashion,0
C2055156879,M1823072687,13.75,es_transportation,0
C1289081546,M85975013,15.95,es_food,0
C2117244434,M1352454843,63.61,es_hotelservices,0
C1326593353,M855959430,40.72,es_hyper,0
C1180936672,M855959430,46.28,es_hyper,0
C286236136,M1198415165,131.43,es_wellnessandbeauty,0
C1801015376,M1872033263,125.13,es_home,0
C1820624068,M980657600,525.35,es_sportsandtoys,1
C806399525,M348934600,72.93,es_transportation,0
C233548839,M85975013,68.14,es_food,0
C800272493,M45060432,149.81,es_hotelservices,0
C1468082478,M1600850729,25.88,es_fashion,0
C1950723662,M349281107,53.31,es_fashion,0
C2005070127,M1748431652,61.73,es_wellnessandbeauty,0
C825739161,M1946091778,80.56,es_wellnessandbeauty,0
C2005372528,M1913465890,48.43,es_health,0
C1104044396,M1842530320,216.96,es_tech,0
C154987119,M85975013,55.71,es_food,0
C717345438,M1313686961,83.15,es_contents,0
C1807970113,M85975013,1.27,es_food,0
C2118328869,M480139044,573.63,es_health,1
C1381700589,M480139044,195.28,es_health,1
C1890250226,M1823072687,4.87,es_transportation,0
C296630818,M1872033263,38.05,es_home,0
C1877622224,M692898500,118.83,es_health,0
C82079505,M1600850729,5.59,es_fashion,0
C1022530210,M209847108,126.58,es_wellnessandbeauty,0
C1777502922,M348934600,27.45,es_transportation,0
C47376492,M1600850729,23.7,es_fashion,0
C1180570487,M1842530320,11.95,es_tech,0
C2078688167,M732195782,5279.97,es_travel,1
C2110568911,M1946091778,108.33,es_wellnessandbeauty,0
C1088853847,M1535107174,4.52,es_wellnessandbeauty,0
C1249817283,M1053599405,38.88,es_health,0
C1873506157,M1913465890,109.55,es_health,0
C1931900243,M349281107,30.7,es_fashion,0
C512338137,M151143676,37.94,es_barsandrestaurants,0
C1817318774,M1353266412,415.38,es_hotelservices,1
C179390259,M1353266412,290.72,es_hotelservices,1
C2136232396,M78078399,22.86,es_wellnessandbeauty,0
C764092576,M1053599405,135.8,es_health,0
C1879341237,M151143676,45.89,es_barsandrestaurants,0
C1905396523,M840466850,249.75,es_tech,0
C1923131377,M1823072687,33.03,es_transportation,0
C1892148523,M855959430,37.09,es_hyper,0
C1755124222,M1053599405,53.18,es_health,0
C352968107,M151143676,66.24,es_barsandrestaurants,0
C805483863,M855959430,34.64,es_hyper,0
C1555447628,M348934600,50.26,es_transportation,0
C1758950662,M480139044,89.57,es_health,0
C69477057,M85975013,32.35,es_food,0
C1718974481,M1913465890,100.65,es_health,0
C164104645,M151143676,34.91,es_barsandrestaurants,0
C1694039833,M348934600,19.75,es_transportation,0
C2104923127,M855959430,80.25,es_hyper,0
C1934785516,M1313686961,26.63,es_contents,0
C474894075,M1823072687,66.14,es_transportation,0
C1837295173,M151143676,13.14,es_barsandrestaurants,0
C469822988,M348934600,56.81,es_transportation,0
C1837321151,M209847108,46.41,es_wellnessandbeauty,0
C951689990,M1946091778,117.36,es_wellnessandbeauty,0
C858011639,M348934600,24.21,es_transportation,0
C926583171,M151143676,87.71,es_barsandrestaurants,0
C899638721,M1842530320,75.53,es_tech,0
C1058213633,M1053599405,239.09,es_health,0
C1641760998,M1823072687,15.27,es_transportation,0
C1298891864,M1198415165,18.66,es_wellnessandbeauty,0
C719332132,M1823072687,44.57,es_transportation,0
C1117294574,M1600850729,15.23,es_fashion,0
C182918114,M151143676,7.18,es_barsandrestaurants,0
C233539413,M857378720,118.57,es_hotelservices,0
C142251484,M151143676,88.43,es_barsandrestaurants,0
C802146030,M97925176,26.53,es_wellnessandbeauty,0
C1372889664,M209847108,18.81,es_wellnessandbeauty,0
C676156739,M1053599405,19.36,es_health,0
C940412764,M547558035,70.3,es_fashion,0
C1580712621,M1600850729,48.81,es_fashion,0
C2039473569,M85975013,73.03,es_food,0
C1902104464,M85975013,15.86,es_food,0
C1273692645,M923029380,67.32,es_home,0
C1777432937,M85975013,8.82,es_food,0
C1685492470,M933210764,56.01,es_sportsandtoys,0
C275926123,M480139044,41.46,es_health,0
C1744858817,M209847108,22.95,es_wellnessandbeauty,0
C1549232957,M209847108,26.13,es_wellnessandbeauty,0
C1289219178,M1600850729,127.28,es_fashion,0
C1860405125,M1053599405,64.71,es_health,0
C1417312384,M1600850729,74.34,es_fashion,0
C1642125108,M692898500,107.51,es_health,0
C870503362,M209847108,41.66,es_wellnessandbeauty,0
C405168301,M1748431652,81.36,es_wellnessandbeauty,0
C1098012335,M1913465890,26.09,es_health,0
C1283110336,M1313686961,40.4,es_contents,0
C2091583256,M1842530320,57.06,es_tech,0
C718801730,M480139044,56.09,es_health,1
C1476505660,M480139044,743.14,es_health,1
C1097812196,M1913465890,112.33,es_health,0
C1568308501,M85975013,25.16,es_food,0
C1499241933,M923029380,32.53,es_home,0
C1355090926,M1353266412,368.76,es_hotelservices,1
C1433092877,M1353266412,122.28,es_hotelservices,1
C1120165888,M50039827,8.24,es_health,0
C409740988,M1872033263,72.05,es_home,0
C1400578246,M1053599405,14.65,es_health,0
C1751458006,M1873032707,84.45,es_hotelservices,0
C1104044396,M1823072687,6.62,es_transportation,0
C1153792315,M1198415165,25.24,es_wellnessandbeauty,0
C817774765,M1823072687,10.65,es_transportation,0
C1965496749,M1946091778,10.54,es_wellnessandbeauty,0
C457497998,M349281107,28.22,es_fashion,0
C408690006,M840466850,389.85,es_tech,0
C582022575,M78078399,0.68,es_wellnessandbeauty,0
C1729635847,M78078399,81.16,es_wellnessandbeauty,0
C451189693,M1600850729,21.0,es_fashion,0
C1538635916,M1946091778,60.44,es_wellnessandbeauty,0
C387520458,M1913465890,171.33,es_health,0
C1981089677,M480139044,19.72,es_health,1
C1268275182,M349281107,203.91,es_fashion,0
C2119675022,M1823072687,0.79,es_transportation,0
C383368009,M1823072687,0.99,es_transportation,0
C604378279,M692898500,215.96,es_health,0
C1271627744,M547558035,37.62,es_fashion,0
C1351087312,M480139044,98.08,es_health,0
C678697032,M85975013,41.08,es_food,0
C58324694,M349281107,80.37,es_fashion,0
C1697472909,M85975013,21.79,es_food,0
C1486069778,M151143676,2.94,es_barsandrestaurants,0
C2104185147,M840466850,377.15,es_tech,0
C343512101,M855959430,21.68,es_hyper,0
C1771537982,M1888755466,107.37,es_otherservices,0
C1021896897,M980657600,2.08,es_sportsandtoys,0
C2112350124,M1053599405,24.87,es_health,0
C1125132707,M348934600,4.3,es_transportation,0
C2100371435,M1946091778,13.49,es_wellnessandbeauty,0
C653084813,M85975013,38.97,es_food,0
C1612832553,M1535107174,28.1,es_wellnessandbeauty,0
C290487175,M980657600,14.13,es_sportsandtoys,0
C927696302,M85975013,19.76,es_food,0
C1154612561,M1053599405,46.27,es_health,0
C260927654,M85975013,98.36,es_food,0
C1091966081,M1053599405,20.32,es_health,0
C1418322275,M349281107,10.34,es_fashion,0
C1236489588,M78078399,45.17,es_wellnessandbeauty,0
C251630036,M1842530320,292.81,es_tech,0
C28023491,M85975013,38.67,es_food,0
C1018388493,M1842530320,216.02,es_tech,0
C402571153,M480139044,60.48,es_health,0
C2087229084,M857378720,12.24,es_hotelservices,0
C1533664211,M1198415165,124.8,es_wellnessandbeauty,0
C1991820533,M1946091778,5.04,es_wellnessandbeauty,0
C1056640661,M1946091778,110.48,es_wellnessandbeauty,0
C433139335,M1823072687,20.55,es_transportation,0
C1600642825,M348934600,43.5,es_transportation,0
C87697988,M855959430,2.07,es_hyper,0
C1820624068,M151143676,6.9,es_barsandrestaurants,0
C1192754222,M348934600,31.08,es_transportation,0
C912671040,M209847108,9.57,es_wellnessandbeauty,0
C1445931696,M85975013,69.55,es_food,0
C507179979,M1600850729,102.28,es_fashion,0
C3977999,M78078399,55.52,es_wellnessandbeauty,0
C951689990,M1823072687,56.64,es_transportation,0
C1156885344,M1400236507,62.38,es_home,0
C677561666,M1400236507,47.58,es_home,0
C1791014902,M1741626453,16.71,es_sportsandtoys,0
C1653588482,M732195782,2448.08,es_travel,1
C1740393527,M1053599405,410.79,es_health,0
C417267123,M209847108,83.64,es_wellnessandbeauty,0
C620542168,M732195782,1477.53,es_travel,0
C282483842,M85975013,32.61,es_food,0
C1511894714,M85975013,53.45,es_food,0
C1844076143,M209847108,13.47,es_wellnessandbeauty,0
C871505790,M855959430,45.45,es_hyper,0
C1971497679,M1842530320,100.37,es_tech,0
C274026379,M1842530320,19.88,es_tech,0
C1523854098,M78078399,29.46,es_wellnessandbeauty,0
C1078351181,M1352454843,187.45,es_hotelservices,0
C1763342131,M85975013,35.14,es_food,0
C1840859519,M348934600,35.96,es_transportation,0
C788057671,M480139044,78.98,es_health,0
C957324981,M1913465890,45.19,es_health,0
C1801015376,M1823072687,9.38,es_transportation,0
C2035771335,M349281107,128.3,es_fashion,0
C5079947,M349281107,84.77,es_fashion,0
C1307336396,M1352454843,315.04,es_hotelservices,0
C1627004719,M1823072687,31.67,es_transportation,0
C1885091211,M78078399,50.75,es_wellnessandbeauty,0
C425397379,M1741626453,89.38,es_sportsandtoys,0
C407219337,M349281107,61.0,es_fashion,0
C899638721,M1823072687,30.9,es_transportation,0
C1396978257,M855959430,6.21,es_hyper,0
C606518659,M692898500,236.54,es_health,0
C1122303126,M692898500,142.0,es_health,0
C1376957295,M151143676,36.89,es_barsandrestaurants,0
C1743327214,M349281107,18.78,es_fashion,0
C608244416,M1913465890,4.79,es_health,0
C532118459,M1913465890,126.25,es_health,0
C122290547,M78078399,49.27,es_wellnessandbeauty,0
C1415704373,M855959430,42.94,es_hyper,0
C1414374774,M348934600,28.33,es_transportation,0
C267009229,M1946091778,3.01,es_wellnessandbeauty,0
C719332132,M85975013,20.3,es_food,0
C696052681,M349281107,72.84,es_fashion,0
C728864298,M1400236507,154.33,es_home,0
C535324444,M1649169323,71.28,es_sportsandtoys,0
C1410823375,M1823072687,5.76,es_transportation,0
C1732752834,M1946091778,28.31,es_wellnessandbeauty,0
C44151986,M209847108,56.04,es_wellnessandbeauty,0
C1551572984,M1913465890,289.17,es_health,0
C1560259762,M1788569036,189.39,es_sportsandtoys,0
C1058213633,M1823072687,106.84,es_transportation,0
C2094120486,M50039827,54.03,es_health,0
C718801730,M97925176,10.97,es_wellnessandbeauty,0
C296630818,M1823072687,41.77,es_transportation,0
C1994178184,M1741626453,274.16,es_sportsandtoys,1
C1653588482,M1741626453,340.43,es_sportsandtoys,1
C1594422820,M1913465890,117.57,es_health,0
C698358493,M97925176,20.97,es_wellnessandbeauty,0
C1777432937,M855959430,9.08,es_hyper,0
C986553990,M1913465890,24.2,es_health,0
C1316262830,M1913465890,179.23,es_health,0
C1354799046,M1888755466,117.72,es_otherservices,0
C1132392725,M547558035,44.39,es_fashion,0
C1714385979,M348934600,22.9,es_transportation,0
C232517457,M78078399,114.47,es_wellnessandbeauty,0
C886658445,M480139044,178.84,es_health,1
C548427290,M692898500,169.08,es_health,0
C1607207670,M1313686961,117.48,es_contents,0
C336519851,M840466850,153.68,es_tech,0
C131423135,M1649169323,199.09,es_sportsandtoys,0
C2042503226,M209847108,12.82,es_wellnessandbeauty,0
C114981535,M1946091778,25.07,es_wellnessandbeauty,0
C1355090926,M348934600,48.0,es_transportation,0
C1499092508,M85975013,10.49,es_food,0
C1893753407,M85975013,56.5,es_food,0
C1196579721,M349281107,21.61,es_fashion,0
C1114643543,M1823072687,36.65,es_transportation,0
C154987119,M1823072687,8.77,es_transportation,0
C1409858085,M85975013,34.26,es_food,0
C895561340,M1535107174,39.28,es_wellnessandbeauty,0
C1855338494,M980657600,773.13,es_sportsandtoys,1
C688652575,M933210764,137.64,es_sportsandtoys,0
C603081336,M45060432,106.87,es_hotelservices,0
